,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
5885,18,156,,CARDIS RomainTeam Total Direct Energie,27,Team Total Direct Energie,5,8,",,0:00",gp-impanis-van-petegem/2019,,
5886,19,91,,VAN DER POEL MathieuCorendon - Circus,24,Corendon - Circus,5,7,",,0:00",gp-impanis-van-petegem/2019,,
5887,20,132,,ALLEGAERT PietSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,5,6,",,0:00",gp-impanis-van-petegem/2019,,
5888,21,146,,RUSSO ClémentTeam Arkéa Samsic,24,Team Arkéa Samsic,5,5,",,0:00",gp-impanis-van-petegem/2019,,
5889,22,47,,VERMOTE JulienTeam Dimension Data,30,Team Dimension Data,5,4,",,0:00",gp-impanis-van-petegem/2019,,
5890,23,141,,GREIPEL AndréTeam Arkéa Samsic,37,Team Arkéa Samsic,5,3,",,0:00",gp-impanis-van-petegem/2019,,
5891,24,76,,VERVAEKE LouisTeam Sunweb,25,Team Sunweb,5,2,",,0:00",gp-impanis-van-petegem/2019,,
5892,25,157,,TURGIS AnthonyTeam Total Direct Energie,25,Team Total Direct Energie,5,1,",,0:00",gp-impanis-van-petegem/2019,,
5893,26,44,,JANSE VAN RENSBURG ReinardtTeam Dimension Data,30,Team Dimension Data,5,,",,0:00",gp-impanis-van-petegem/2019,,
5894,27,1,,SAGAN PeterBORA - hansgrohe,29,BORA - hansgrohe,5,,",,0:00",gp-impanis-van-petegem/2019,,
5895,28,103,,MEURISSE XandroWanty - Gobert Cycling Team,27,Wanty - Gobert Cycling Team,5,,",,0:00",gp-impanis-van-petegem/2019,,
5896,29,32,,DEWULF StanLotto Soudal,21,Lotto Soudal,5,,0:060:06,gp-impanis-van-petegem/2019,,
5897,30,102,,DE GENDT AiméWanty - Gobert Cycling Team,25,Wanty - Gobert Cycling Team,5,,0:070:07,gp-impanis-van-petegem/2019,,
5898,31,62,,BIERMANS JentheTeam Katusha Alpecin,23,Team Katusha Alpecin,3,,",,0:07",gp-impanis-van-petegem/2019,,
5899,32,84,,PEDERSEN MadsTrek - Segafredo,23,Trek - Segafredo,3,,",,0:07",gp-impanis-van-petegem/2019,,
5900,33,106,,VLIEGEN LoïcWanty - Gobert Cycling Team,25,Wanty - Gobert Cycling Team,3,,",,0:07",gp-impanis-van-petegem/2019,,
5901,34,22,,DECLERCQ TimDeceuninck - Quick Step,30,Deceuninck - Quick Step,3,,",,0:07",gp-impanis-van-petegem/2019,,
5902,35,24,,HONORÉ Mikkel FrølichDeceuninck - Quick Step,22,Deceuninck - Quick Step,3,,",,0:07",gp-impanis-van-petegem/2019,,
5903,36,134,,SPRENGERS ThomasSport Vlaanderen - Baloise,29,Sport Vlaanderen - Baloise,3,,",,0:07",gp-impanis-van-petegem/2019,,
5904,37,115,,EARLE NathanIsrael Cycling Academy,31,Israel Cycling Academy,3,,",,0:07",gp-impanis-van-petegem/2019,,
5905,38,64,,HOLLENSTEIN RetoTeam Katusha Alpecin,34,Team Katusha Alpecin,3,,",,0:07",gp-impanis-van-petegem/2019,,
5906,39,143,,BONNAMOUR FranckTeam Arkéa Samsic,24,Team Arkéa Samsic,3,,",,0:07",gp-impanis-van-petegem/2019,,
5907,40,181,,DAHL HermanJoker Fuel of Norway,25,Joker Fuel of Norway,3,,",,0:07",gp-impanis-van-petegem/2019,,
5908,41,35,,MAES NikolasLotto Soudal,33,Lotto Soudal,,,",,0:07",gp-impanis-van-petegem/2019,,
5909,42,61,,DEBUSSCHERE JensTeam Katusha Alpecin,30,Team Katusha Alpecin,,,",,0:07",gp-impanis-van-petegem/2019,,
5910,43,183,,FORFANG OleJoker Fuel of Norway,24,Joker Fuel of Norway,,,",,0:07",gp-impanis-van-petegem/2019,,
5911,44,145,,JARRIER BenoîtTeam Arkéa Samsic,30,Team Arkéa Samsic,,,",,0:07",gp-impanis-van-petegem/2019,,
5912,45,52,,JANSEN Amund GrøndahlTeam Jumbo-Visma,25,Team Jumbo-Visma,,,",,0:07",gp-impanis-van-petegem/2019,,
5913,46,101,,BAUGNIES JérômeWanty - Gobert Cycling Team,32,Wanty - Gobert Cycling Team,,,",,0:07",gp-impanis-van-petegem/2019,,
5914,47,163,,PEYSKENS DimitriWallonie-Bruxelles,27,Wallonie-Bruxelles,,,",,0:07",gp-impanis-van-petegem/2019,,
5915,48,86,,DE KORT KoenTrek - Segafredo,37,Trek - Segafredo,,,",,0:07",gp-impanis-van-petegem/2019,,
5916,49,151,,TERPSTRA NikiTeam Total Direct Energie,35,Team Total Direct Energie,,,",,0:07",gp-impanis-van-petegem/2019,,
5917,50,162,,PAASSCHENS MathijsWallonie-Bruxelles,23,Wallonie-Bruxelles,,,",,0:07",gp-impanis-van-petegem/2019,,
5918,51,124,,RIESEBEEK OscarRoompot - Charles,26,Roompot - Charles,,,",,0:07",gp-impanis-van-petegem/2019,,
5919,52,166,,NÕMMELA AkselWallonie-Bruxelles,24,Wallonie-Bruxelles,,,",,0:07",gp-impanis-van-petegem/2019,,
5920,53,95,,VERGAERDE OttoCorendon - Circus,25,Corendon - Circus,,,",,0:07",gp-impanis-van-petegem/2019,,
5921,54,92,,DE BONDT DriesCorendon - Circus,28,Corendon - Circus,,,",,0:07",gp-impanis-van-petegem/2019,,
5922,55,17,,KOCH JonasCCC Team,26,CCC Team,,,",,0:07",gp-impanis-van-petegem/2019,,
5923,56,5,,MCCARTHY JayBORA - hansgrohe,27,BORA - hansgrohe,,,",,0:07",gp-impanis-van-petegem/2019,,
5924,57,4,,PFINGSTEN ChristophBORA - hansgrohe,31,BORA - hansgrohe,,,0:140:14,gp-impanis-van-petegem/2019,,
5925,58,81,,STUYVEN JasperTrek - Segafredo,27,Trek - Segafredo,,,0:160:16,gp-impanis-van-petegem/2019,,
5926,59,26,,STEIMLE JannikDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,",,0:16",gp-impanis-van-petegem/2019,,
5927,60,36,,KEUKELEIRE JensLotto Soudal,30,Lotto Soudal,,,0:380:38,gp-impanis-van-petegem/2019,,
5928,61,206,,VAN BREUSSEGEM EliasTarteletto - Isorex,27,Tarteletto - Isorex,,,0:560:56,gp-impanis-van-petegem/2019,,
5929,62,185,,RØINÅS FridtjofJoker Fuel of Norway,25,Joker Fuel of Norway,,,1:151:15,gp-impanis-van-petegem/2019,,
5930,63,27,,SERRY PieterDeceuninck - Quick Step,30,Deceuninck - Quick Step,,,1:221:22,gp-impanis-van-petegem/2019,,
5931,64,53,,MARTENS PaulTeam Jumbo-Visma,35,Team Jumbo-Visma,,,1:371:37,gp-impanis-van-petegem/2019,,
5932,65,65,,BOUWMANS DylanTeam Katusha Alpecin,22,Team Katusha Alpecin,,,2:062:06,gp-impanis-van-petegem/2019,,
5933,66,63,,HALLER MarcoTeam Katusha Alpecin,28,Team Katusha Alpecin,,,",,2:06",gp-impanis-van-petegem/2019,,
5934,67,12,,SCHÄR MichaelCCC Team,32,CCC Team,,,2:282:28,gp-impanis-van-petegem/2019,,
5935,68,14,,VAN HOOYDONCK NathanCCC Team,23,CCC Team,,,",,2:28",gp-impanis-van-petegem/2019,,
5936,69,3,,BURGHARDT MarcusBORA - hansgrohe,36,BORA - hansgrohe,,,2:522:52,gp-impanis-van-petegem/2019,,
5937,70,83,,KIRSCH AlexTrek - Segafredo,27,Trek - Segafredo,,,5:075:07,gp-impanis-van-petegem/2019,,
5938,71,82,,GOGL MichaelTrek - Segafredo,25,Trek - Segafredo,,,6:146:14,gp-impanis-van-petegem/2019,,
5939,72,202,,DE ROOZE NielsTarteletto - Isorex,27,Tarteletto - Isorex,,,",,6:14",gp-impanis-van-petegem/2019,,
5940,73,135,,PLANCKAERT EdwardSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,,,",,6:14",gp-impanis-van-petegem/2019,,
5941,74,205,,STOCKMAN MichielTarteletto - Isorex,23,Tarteletto - Isorex,,,",,6:14",gp-impanis-van-petegem/2019,,
5942,75,74,,KANTER MaxTeam Sunweb,21,Team Sunweb,,,",,6:14",gp-impanis-van-petegem/2019,,
5943,76,42,,BAK Lars YttingTeam Dimension Data,39,Team Dimension Data,,,",,6:14",gp-impanis-van-petegem/2019,,
5944,77,125,,STEELS StijnRoompot - Charles,30,Roompot - Charles,,,",,6:14",gp-impanis-van-petegem/2019,,
5945,78,123,,REINDERS ElmarRoompot - Charles,27,Roompot - Charles,,,",,6:14",gp-impanis-van-petegem/2019,,
5946,79,137,,VERWILST AaronSport Vlaanderen - Baloise,22,Sport Vlaanderen - Baloise,,,",,6:14",gp-impanis-van-petegem/2019,,
5947,80,172,,"CLAEYS DimitriCofidis, Solutions Crédits",32,"Cofidis, Solutions Crédits",,,",,6:14",gp-impanis-van-petegem/2019,,
5948,81,113,,CARISEY ClémentIsrael Cycling Academy,27,Israel Cycling Academy,,,",,6:14",gp-impanis-van-petegem/2019,,
5949,82,213,,BENDIXEN LouisTeam Coop,24,Team Coop,,,",,6:14",gp-impanis-van-petegem/2019,,
5950,83,97,,RICKAERT JonasCorendon - Circus,25,Corendon - Circus,,,",,6:14",gp-impanis-van-petegem/2019,,
5951,84,57,,WYNANTS MaartenTeam Jumbo-Visma,37,Team Jumbo-Visma,,,",,6:14",gp-impanis-van-petegem/2019,,
5952,85,126,,VAN DER LIJKE NickRoompot - Charles,27,Roompot - Charles,,,",,6:14",gp-impanis-van-petegem/2019,,
5953,86,7,,SELIG RüdigerBORA - hansgrohe,30,BORA - hansgrohe,,,",,6:14",gp-impanis-van-petegem/2019,,
5954,87,75,,KRAGH ANDERSEN AsbjørnTeam Sunweb,27,Team Sunweb,,,",,6:14",gp-impanis-van-petegem/2019,,
5955,88,43,,EISEL BernhardTeam Dimension Data,38,Team Dimension Data,,,",,6:14",gp-impanis-van-petegem/2019,,
5956,89,197,,TRARIEUX JulienDelko Marseille Provence,27,Delko Marseille Provence,,,",,6:14",gp-impanis-van-petegem/2019,,
5957,90,25,,SABATINI FabioDeceuninck - Quick Step,34,Deceuninck - Quick Step,,,9:499:49,gp-impanis-van-petegem/2019,,
5958,91,127,,VAN SCHIP Jan-WillemRoompot - Charles,25,Roompot - Charles,,,",,9:49",gp-impanis-van-petegem/2019,,
5959,92,173,,"FORTIN FilippoCofidis, Solutions Crédits",30,"Cofidis, Solutions Crédits",,,",,9:49",gp-impanis-van-petegem/2019,,
5960,93,107,,BEULLENS CedricWanty - Gobert Cycling Team,22,Wanty - Gobert Cycling Team,,,",,9:49",gp-impanis-van-petegem/2019,,
5961,94,46,,THOMSON Jay RobertTeam Dimension Data,33,Team Dimension Data,,,",,9:49",gp-impanis-van-petegem/2019,,
5962,95,176,,"VANBILSEN KennethCofidis, Solutions Crédits",29,"Cofidis, Solutions Crédits",,,",,9:49",gp-impanis-van-petegem/2019,,
5963,96,16,,VAN KEIRSBULCK GuillaumeCCC Team,28,CCC Team,,,",,9:49",gp-impanis-van-petegem/2019,,
5964,97,216,,LUNDER EirikTeam Coop,20,Team Coop,,,",,9:49",gp-impanis-van-petegem/2019,,
5965,98,73,,KOOISTRA MartenTeam Sunweb,21,Team Sunweb,,,",,9:49",gp-impanis-van-petegem/2019,,
5966,99,193,,GUICHARD MickaëlDelko Marseille Provence,26,Delko Marseille Provence,,,",,9:49",gp-impanis-van-petegem/2019,,
5967,100,114,,DEMPSTER ZakIsrael Cycling Academy,31,Israel Cycling Academy,,,",,9:49",gp-impanis-van-petegem/2019,,
5968,101,184,,WÆRENSKJOLD SørenJoker Fuel of Norway,19,Joker Fuel of Norway,,,",,9:49",gp-impanis-van-petegem/2019,,
5969,102,94,,CLÉ BrentCorendon - Circus,23,Corendon - Circus,,,",,9:49",gp-impanis-van-petegem/2019,,
5970,103,175,,"MORIN EmmanuelCofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",,,",,9:49",gp-impanis-van-petegem/2019,,
5971,104,142,,LECAMUS-LAMBERT FlorentinTeam Arkéa Samsic,20,Team Arkéa Samsic,,,",,9:49",gp-impanis-van-petegem/2019,,
5972,105,167,,WIRTGEN TomWallonie-Bruxelles,23,Wallonie-Bruxelles,,,",,9:49",gp-impanis-van-petegem/2019,,
5973,106,33,,WOUTERS EnzoLotto Soudal,23,Lotto Soudal,,,",,9:49",gp-impanis-van-petegem/2019,,
5974,107,105,,KREDER WesleyWanty - Gobert Cycling Team,28,Wanty - Gobert Cycling Team,,,",,9:49",gp-impanis-van-petegem/2019,,
5975,108,211,,AALRUST HåkonTeam Coop,21,Team Coop,,,",,9:49",gp-impanis-van-petegem/2019,,
5976,109,93,,NORMAN LETH Lasse Corendon - Circus,27,Corendon - Circus,,,",,9:49",gp-impanis-van-petegem/2019,,
5977,110,194,,JONES BrentonDelko Marseille Provence,27,Delko Marseille Provence,,,",,9:49",gp-impanis-van-petegem/2019,,
5978,111,147,,SWIFT ConnorTeam Arkéa Samsic,23,Team Arkéa Samsic,,,",,9:49",gp-impanis-van-petegem/2019,,
5979,112,144,,RIOU AlanTeam Arkéa Samsic,22,Team Arkéa Samsic,,,",,9:49",gp-impanis-van-petegem/2019,,
5980,113,187,,HOLSTAD LudvikJoker Fuel of Norway,21,Joker Fuel of Norway,,,",,9:49",gp-impanis-van-petegem/2019,,
5981,114,186,,VANGSTAD AndreasJoker Fuel of Norway,27,Joker Fuel of Norway,,,",,9:49",gp-impanis-van-petegem/2019,,
5982,115,54,,LEEZER TomTeam Jumbo-Visma,33,Team Jumbo-Visma,,,",,9:49",gp-impanis-van-petegem/2019,,
5983,116,112,,PERRY BenjaminIsrael Cycling Academy,25,Israel Cycling Academy,,,",,9:49",gp-impanis-van-petegem/2019,,
5984,117,66,,STRAKHOV DmitryTeam Katusha Alpecin,24,Team Katusha Alpecin,,,",,9:49",gp-impanis-van-petegem/2019,,
5985,DNF,96,,WALSLEBEN PhilippCorendon - Circus,31,Corendon - Circus,,,-,gp-impanis-van-petegem/2019,,
5986,DNF,15,,VENTOSO Francisco JoséCCC Team,37,CCC Team,,,-,gp-impanis-van-petegem/2019,,
5987,DNF,174,,"HOFSTETTER HugoCofidis, Solutions Crédits",25,"Cofidis, Solutions Crédits",,,-,gp-impanis-van-petegem/2019,,
5988,DNF,177,,"WAEYTENS ZicoCofidis, Solutions Crédits",27,"Cofidis, Solutions Crédits",,,-,gp-impanis-van-petegem/2019,,
5989,DNF,154,,BOUDAT ThomasTeam Total Direct Energie,25,Team Total Direct Energie,,,-,gp-impanis-van-petegem/2019,,
5990,DNF,152,,GAUDIN DamienTeam Total Direct Energie,33,Team Total Direct Energie,,,-,gp-impanis-van-petegem/2019,,
5991,DNF,155,,PICHOT AlexandreTeam Total Direct Energie,36,Team Total Direct Energie,,,-,gp-impanis-van-petegem/2019,,
5992,DNF,153,,BERNARD EnzoTeam Total Direct Energie,21,Team Total Direct Energie,,,-,gp-impanis-van-petegem/2019,,
5993,DNF,67,,GONÇALVES JoséTeam Katusha Alpecin,30,Team Katusha Alpecin,,,-,gp-impanis-van-petegem/2019,,
5994,DNF,41,,CAVENDISH MarkTeam Dimension Data,34,Team Dimension Data,,,-,gp-impanis-van-petegem/2019,,
5995,DNF,56,,VAN POPPEL DannyTeam Jumbo-Visma,26,Team Jumbo-Visma,,,-,gp-impanis-van-petegem/2019,,
5996,DNF,72,,FRÖHLINGER JohannesTeam Sunweb,34,Team Sunweb,,,-,gp-impanis-van-petegem/2019,,
5997,DNF,212,,BLIKRA ErlendTeam Coop,22,Team Coop,,,-,gp-impanis-van-petegem/2019,,
5998,DNF,214,,ERIKSSON JacobTeam Coop,19,Team Coop,,,-,gp-impanis-van-petegem/2019,,
5999,DNF,217,,SOTBERG AndreTeam Coop,22,Team Coop,,,-,gp-impanis-van-petegem/2019,,
6000,DNF,182,,EVENSEN HenrikJoker Fuel of Norway,24,Joker Fuel of Norway,,,-,gp-impanis-van-petegem/2019,,
6001,DNF,6,,SCHWARZMANN MichaelBORA - hansgrohe,28,BORA - hansgrohe,,,-,gp-impanis-van-petegem/2019,,
6002,DNF,131,,CAPIOT AmaurySport Vlaanderen - Baloise,26,Sport Vlaanderen - Baloise,,,-,gp-impanis-van-petegem/2019,,
6003,DNF,136,,VAN POUCKE AaronSport Vlaanderen - Baloise,21,Sport Vlaanderen - Baloise,,,-,gp-impanis-van-petegem/2019,,
6004,DNF,133,,DELTOMBE KevinSport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,,,-,gp-impanis-van-petegem/2019,,
6005,DNF,161,,DEHAES KennyWallonie-Bruxelles,34,Wallonie-Bruxelles,,,-,gp-impanis-van-petegem/2019,,
6006,DNF,165,,MORTIER JulienWallonie-Bruxelles,22,Wallonie-Bruxelles,,,-,gp-impanis-van-petegem/2019,,
6007,DNF,203,,VAN DINGENEN JordiTarteletto - Isorex,23,Tarteletto - Isorex,,,-,gp-impanis-van-petegem/2019,,
6008,DNF,204,,SEFA YlberTarteletto - Isorex,28,Tarteletto - Isorex,,,-,gp-impanis-van-petegem/2019,,
6009,DNF,207,,VAN DEN BRANDE JulienTarteletto - Isorex,24,Tarteletto - Isorex,,,-,gp-impanis-van-petegem/2019,,
6010,DNF,34,,IVERSEN RasmusLotto Soudal,22,Lotto Soudal,,,-,gp-impanis-van-petegem/2019,,
6011,DNF,37,,THIJSSEN GerbenLotto Soudal,21,Lotto Soudal,,,-,gp-impanis-van-petegem/2019,,
6012,DNF,122,,DUIJN HuubRoompot - Charles,35,Roompot - Charles,,,-,gp-impanis-van-petegem/2019,,
6013,DNF,121,,DE BIE SeanRoompot - Charles,27,Roompot - Charles,,,-,gp-impanis-van-petegem/2019,,
6014,DNF,111,,EINHORN ItamarIsrael Cycling Academy,22,Israel Cycling Academy,,,-,gp-impanis-van-petegem/2019,,
6015,DNF,116,,NEILANDS KristsIsrael Cycling Academy,25,Israel Cycling Academy,,,-,gp-impanis-van-petegem/2019,,
6016,DNF,195,,NAVARDAUSKAS RamūnasDelko Marseille Provence,31,Delko Marseille Provence,,,-,gp-impanis-van-petegem/2019,,
6017,DNF,191,,ARERUYA JosephDelko Marseille Provence,23,Delko Marseille Provence,,,-,gp-impanis-van-petegem/2019,,
6018,DNS,23,,GAZE SamuelDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,-,gp-impanis-van-petegem/2019,,
6019,DNS,77,,WALSCHEID MaxTeam Sunweb,26,Team Sunweb,,,-,gp-impanis-van-petegem/2019,,
6020,DNS,201,,BOUCHER DavidTarteletto - Isorex,39,Tarteletto - Isorex,,,-,gp-impanis-van-petegem/2019,,
6021,,,,,,,,,,munsterland-giro/2019,,
6022,1,21,,HODEG Álvaro JoséDeceuninck - Quick Step,23,Deceuninck - Quick Step,200,125,4:26:39,munsterland-giro/2019,,
6023,2,11,,ACKERMANN PascalBORA - hansgrohe,25,BORA - hansgrohe,150,85,",,0:00",munsterland-giro/2019,,
6024,3,241,,MERLIER TimCorendon - Circus,26,Corendon - Circus,125,60,",,0:00",munsterland-giro/2019,,
6025,4,91,,GAVIRIA FernandoUAE Team Emirates,25,UAE Team Emirates,100,50,",,0:00",munsterland-giro/2019,,
6026,5,1,,WALSCHEID MaxTeam Sunweb,26,Team Sunweb,85,45,",,0:00",munsterland-giro/2019,,
6027,6,64,,TEUNISSEN MikeTeam Jumbo-Visma,27,Team Jumbo-Visma,70,40,",,0:00",munsterland-giro/2019,,
6028,7,143,,NOPPE ChristopheSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,60,35,",,0:00",munsterland-giro/2019,,
6029,8,142,,ALLEGAERT PietSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,50,30,",,0:00",munsterland-giro/2019,,
6030,9,243,,JANS RoyCorendon - Circus,29,Corendon - Circus,40,26,",,0:00",munsterland-giro/2019,,
6031,10,161,,BONIFAZIO NiccolòTeam Total Direct Energie,25,Team Total Direct Energie,35,22,",,0:00",munsterland-giro/2019,,
6032,11,56,,LAWLESS ChrisTeam INEOS,23,Team INEOS,30,20,",,0:00",munsterland-giro/2019,,
6033,12,244,,VAN DER POEL MathieuCorendon - Circus,24,Corendon - Circus,25,18,",,0:00",munsterland-giro/2019,,
6034,13,144,,PLANCKAERT EdwardSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,20,16,",,0:00",munsterland-giro/2019,,
6035,14,97,,OLIVEIRA RuiUAE Team Emirates,23,UAE Team Emirates,15,14,",,0:00",munsterland-giro/2019,,
6036,15,156,,SWIFT ConnorTeam Arkéa Samsic,23,Team Arkéa Samsic,10,12,",,0:00",munsterland-giro/2019,,
6037,16,72,,BIERMANS JentheTeam Katusha Alpecin,23,Team Katusha Alpecin,5,10,",,0:00",munsterland-giro/2019,,
6038,17,81,,DEGENKOLB JohnTrek - Segafredo,30,Trek - Segafredo,5,9,",,0:00",munsterland-giro/2019,,
6039,18,27,,STEIMLE JannikDeceuninck - Quick Step,23,Deceuninck - Quick Step,5,8,",,0:00",munsterland-giro/2019,,
6040,19,66,,VAN EMDEN JosTeam Jumbo-Visma,34,Team Jumbo-Visma,5,7,0:090:09,munsterland-giro/2019,,
6041,20,117,,VAN ASBROECK TomIsrael Cycling Academy,29,Israel Cycling Academy,5,6,",,0:09",munsterland-giro/2019,,
6042,21,23,,HONORÉ Mikkel FrølichDeceuninck - Quick Step,22,Deceuninck - Quick Step,5,5,",,0:09",munsterland-giro/2019,,
6043,22,171,,COQUARD BryanVital Concept - B&B Hotels,27,Vital Concept - B&B Hotels,5,4,",,0:09",munsterland-giro/2019,,
6044,23,7,,KRAGH ANDERSEN AsbjørnTeam Sunweb,27,Team Sunweb,5,3,",,0:09",munsterland-giro/2019,,
6045,24,133,,TIMMERMANS JustinRoompot - Charles,23,Roompot - Charles,5,2,",,0:09",munsterland-giro/2019,,
6046,25,203,,HALLER PatrickHeizomat Rad-Net,22,Heizomat Rad-Net,5,1,",,0:09",munsterland-giro/2019,,
6047,26,41,,JANSE VAN RENSBURG ReinardtTeam Dimension Data,30,Team Dimension Data,5,,",,0:09",munsterland-giro/2019,,
6048,27,3,,BOL CeesTeam Sunweb,24,Team Sunweb,5,,",,0:09",munsterland-giro/2019,,
6049,28,224,,KESSLER RobertTeam Lotto - Kern Haus,23,Team Lotto - Kern Haus,5,,",,0:09",munsterland-giro/2019,,
6050,29,103,,KURIANOV StepanGazprom-RusVelo,22,Gazprom-RusVelo,5,,",,0:09",munsterland-giro/2019,,
6051,30,121,,CARPENTER RobinRally UHC Cycling,27,Rally UHC Cycling,5,,",,0:09",munsterland-giro/2019,,
6052,31,71,,POLITT NilsTeam Katusha Alpecin,25,Team Katusha Alpecin,3,,",,0:09",munsterland-giro/2019,,
6053,32,92,,BOHLI TomUAE Team Emirates,25,UAE Team Emirates,3,,",,0:09",munsterland-giro/2019,,
6054,33,31,,CAMPENAERTS VictorLotto Soudal,27,Lotto Soudal,3,,",,0:09",munsterland-giro/2019,,
6055,34,44,,KONYCHEV AlexanderTeam Dimension Data,21,Team Dimension Data,3,,",,0:09",munsterland-giro/2019,,
6056,35,35,,VAN GOETHEM BrianLotto Soudal,28,Lotto Soudal,3,,",,0:09",munsterland-giro/2019,,
6057,36,15,,SCHILLINGER AndreasBORA - hansgrohe,36,BORA - hansgrohe,3,,",,0:09",munsterland-giro/2019,,
6058,37,61,,GROENEWEGEN DylanTeam Jumbo-Visma,26,Team Jumbo-Visma,3,,",,0:09",munsterland-giro/2019,,
6059,38,17,,SELIG RüdigerBORA - hansgrohe,30,BORA - hansgrohe,3,,",,0:09",munsterland-giro/2019,,
6060,39,107,,SHILOV SergeyGazprom-RusVelo,31,Gazprom-RusVelo,3,,0:290:29,munsterland-giro/2019,,
6061,40,25,,MARTINELLI DavideDeceuninck - Quick Step,26,Deceuninck - Quick Step,3,,",,0:29",munsterland-giro/2019,,
6062,41,4,,CURVERS RoyTeam Sunweb,39,Team Sunweb,,,",,0:29",munsterland-giro/2019,,
6063,42,242,,DE BONDT DriesCorendon - Circus,28,Corendon - Circus,,,0:340:34,munsterland-giro/2019,,
6064,43,6,,KANTER MaxTeam Sunweb,21,Team Sunweb,,,",,0:34",munsterland-giro/2019,,
6065,44,63,,MARTENS PaulTeam Jumbo-Visma,35,Team Jumbo-Visma,,,",,0:34",munsterland-giro/2019,,
6066,45,65,,VAN DER HOORN TacoTeam Jumbo-Visma,25,Team Jumbo-Visma,,,",,0:34",munsterland-giro/2019,,
6067,46,85,,KIRSCH AlexTrek - Segafredo,27,Trek - Segafredo,,,",,0:34",munsterland-giro/2019,,
6068,47,141,,CAPIOT AmaurySport Vlaanderen - Baloise,26,Sport Vlaanderen - Baloise,,,0:450:45,munsterland-giro/2019,,
6069,48,165,,PETIT AdrienTeam Total Direct Energie,29,Team Total Direct Energie,,,",,0:45",munsterland-giro/2019,,
6070,49,53,,GOŁAŚ MichałTeam INEOS,35,Team INEOS,,,",,0:45",munsterland-giro/2019,,
6071,50,26,,SÉNÉCHAL FlorianDeceuninck - Quick Step,26,Deceuninck - Quick Step,,,0:520:52,munsterland-giro/2019,,
6072,51,151,,GREIPEL AndréTeam Arkéa Samsic,37,Team Arkéa Samsic,,,1:041:04,munsterland-giro/2019,,
6073,52,83,,DE KORT KoenTrek - Segafredo,37,Trek - Segafredo,,,1:081:08,munsterland-giro/2019,,
6074,53,115,,RÄIM MihkelIsrael Cycling Academy,26,Israel Cycling Academy,,,",,1:08",munsterland-giro/2019,,
6075,54,54,,KNEES ChristianTeam INEOS,38,Team INEOS,,,",,1:08",munsterland-giro/2019,,
6076,55,55,,KWIATKOWSKI MichałTeam INEOS,29,Team INEOS,,,",,1:08",munsterland-giro/2019,,
6077,56,13,,PFINGSTEN ChristophBORA - hansgrohe,31,BORA - hansgrohe,,,",,1:08",munsterland-giro/2019,,
6078,57,245,,RICKAERT JonasCorendon - Circus,25,Corendon - Circus,,,1:131:13,munsterland-giro/2019,,
6079,58,162,,CARDIS RomainTeam Total Direct Energie,27,Team Total Direct Energie,,,1:171:17,munsterland-giro/2019,,
6080,59,101,,BOEV IgorGazprom-RusVelo,29,Gazprom-RusVelo,,,1:191:19,munsterland-giro/2019,,
6081,60,201,,BENZ PirminHeizomat Rad-Net,18,Heizomat Rad-Net,,,",,1:19",munsterland-giro/2019,,
6082,61,155,,RUSSO ClémentTeam Arkéa Samsic,24,Team Arkéa Samsic,,,",,1:19",munsterland-giro/2019,,
6083,62,175,,MORICE JulienVital Concept - B&B Hotels,28,Vital Concept - B&B Hotels,,,",,1:19",munsterland-giro/2019,,
6084,63,183,,BEULLENS CedricWanty - Gobert Cycling Team,22,Wanty - Gobert Cycling Team,,,",,1:19",munsterland-giro/2019,,
6085,64,43,,EISEL BernhardTeam Dimension Data,38,Team Dimension Data,,,",,1:19",munsterland-giro/2019,,
6086,65,22,,ASGREEN KasperDeceuninck - Quick Step,24,Deceuninck - Quick Step,,,",,1:19",munsterland-giro/2019,,
6087,66,52,,BASSO LeonardoTeam INEOS,25,Team INEOS,,,",,1:19",munsterland-giro/2019,,
6088,67,47,,VERMOTE JulienTeam Dimension Data,30,Team Dimension Data,,,",,1:19",munsterland-giro/2019,,
6089,68,67,,WYNANTS MaartenTeam Jumbo-Visma,37,Team Jumbo-Visma,,,",,1:19",munsterland-giro/2019,,
6090,69,204,,HOLLMANN JuriHeizomat Rad-Net,20,Heizomat Rad-Net,,,",,1:19",munsterland-giro/2019,,
6091,70,134,,VAN DER LIJKE NickRoompot - Charles,28,Roompot - Charles,,,",,1:19",munsterland-giro/2019,,
6092,71,45,,THOMSON Jay RobertTeam Dimension Data,33,Team Dimension Data,,,",,1:19",munsterland-giro/2019,,
6093,72,2,,ARNDT NikiasTeam Sunweb,27,Team Sunweb,,,",,1:19",munsterland-giro/2019,,
