,Rnk,GC,Timelag,BIB,H2H,Rider,Age,Team,UCI,Pnt,,Time,race_code,Pos.,Timegap,Speed,PCS points,UCI points
910,96,52,+9:35,184,,KLUCKERS ArthurTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
911,97,123,+25:29,136,,SELIG RüdigerLotto Dstny,34,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-4,,,,,
912,98,38,+2:54,111,,FUGLSANG JakobIsrael - Premier Tech,37,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-4,,,,,
913,99,41,+3:35,77,,ZOCCARATO SamueleGreen Project-Bardiani CSF-Faizanè,25,Green Project-Bardiani CSF-Faizanè,,,6″,",,0:006″",uae-tour/2023/stage-4,,,,,
914,100,32,+2:10,12,,BAUDIN AlexAG2R Citroën Team,21,AG2R Citroën Team,,,4″,",,0:004″",uae-tour/2023/stage-4,,,,,
915,101,48,+4:41,75,,TONELLI AlessandroGreen Project-Bardiani CSF-Faizanè,30,Green Project-Bardiani CSF-Faizanè,,,2″,",,0:002″",uae-tour/2023/stage-4,,,,,
916,102,34,+2:28,114,,HERMANS BenIsrael - Premier Tech,36,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-4,,,,,
917,103,31,+2:00,4,,SCHMID MauroSoudal - Quick Step,23,Soudal - Quick Step,,,,",,0:00",uae-tour/2023/stage-4,,,,,
918,104,109,+21:34,35,,MARTINELLI DavideAstana Qazaqstan Team,29,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
919,105,59,+10:38,63,,CARR SimonEF Education-EasyPost,24,EF Education-EasyPost,,,,",,0:00",uae-tour/2023/stage-4,,,,,
920,106,137,+31:31,97,,WURF CameronINEOS Grenadiers,39,INEOS Grenadiers,,,,",,0:00",uae-tour/2023/stage-4,,,,,
921,107,77,+17:56,2,,ČERNÝ JosefSoudal - Quick Step,29,Soudal - Quick Step,,,,",,0:00",uae-tour/2023/stage-4,,,,,
922,108,73,+13:58,7,,VERVAEKE LouisSoudal - Quick Step,29,Soudal - Quick Step,,,,",,0:00",uae-tour/2023/stage-4,,,,,
923,109,62,+11:11,132,,DE GENDT ThomasLotto Dstny,36,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-4,,,,,
924,110,61,+11:01,163,,MAAS JanTeam Jayco AlUla,27,Team Jayco AlUla,,,,",,0:00",uae-tour/2023/stage-4,,,,,
925,111,69,+13:28,54,,GAMPER PatrickBORA - hansgrohe,26,BORA - hansgrohe,,,,",,0:00",uae-tour/2023/stage-4,,,,,
926,112,68,+13:13,5,,SERRY PieterSoudal - Quick Step,34,Soudal - Quick Step,,,,",,0:00",uae-tour/2023/stage-4,,,,,
927,113,111,+22:34,177,,TOLHOEK AntwanTrek - Segafredo,28,Trek - Segafredo,,,,",,0:00",uae-tour/2023/stage-4,,,,,
928,114,129,+26:26,73,,LUCCA RiccardoGreen Project-Bardiani CSF-Faizanè,25,Green Project-Bardiani CSF-Faizanè,,,,",,0:00",uae-tour/2023/stage-4,,,,,
929,115,63,+11:14,95,,TARLING JoshuaINEOS Grenadiers,19,INEOS Grenadiers,,,,",,0:00",uae-tour/2023/stage-4,,,,,
930,116,124,+25:29,135,,SCHWARZMANN MichaelLotto Dstny,32,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-4,,,,,
931,117,46,+4:33,123,,HESSMANN MichelJumbo-Visma,21,Jumbo-Visma,,,,",,0:00",uae-tour/2023/stage-4,,,,,
932,118,135,+30:43,33,,GRUZDEV DmitriyAstana Qazaqstan Team,36,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
933,119,65,+12:13,36,,ROMO JavierAstana Qazaqstan Team,24,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
934,120,57,+10:15,147,,TORRES AlbertMovistar Team,32,Movistar Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
935,121,89,+19:03,133,,DRIZNERS JarradLotto Dstny,23,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-4,,,,,
936,122,87,+18:51,142,,HOLLMANN JuriMovistar Team,23,Movistar Team,,,,",,0:00",uae-tour/2023/stage-4,,,,,
937,123,94,+19:31,107,,VAN POPPEL BoyIntermarché - Circus - Wanty,35,Intermarché - Circus - Wanty,,,,",,0:00",uae-tour/2023/stage-4,,,,,
938,124,131,+27:20,25,,PLANCKAERT EdwardAlpecin-Deceuninck,28,Alpecin-Deceuninck,,,,0:220:22,uae-tour/2023/stage-4,,,,,
939,125,116,+24:06,52,,ARCHBOLD ShaneBORA - hansgrohe,34,BORA - hansgrohe,,,,",,0:22",uae-tour/2023/stage-4,,,,,
940,126,70,+13:44,162,,HEPBURN MichaelTeam Jayco AlUla,31,Team Jayco AlUla,,,,0:260:26,uae-tour/2023/stage-4,,,,,
941,127,95,+19:37,23,,LEYSEN SenneAlpecin-Deceuninck,26,Alpecin-Deceuninck,,,,0:340:34,uae-tour/2023/stage-4,,,,,
942,128,67,+12:52,103,,PAQUOT TomIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,0:440:44,uae-tour/2023/stage-4,,,,,
943,129,72,+13:54,183,,HEMING MikaTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,",,0:44",uae-tour/2023/stage-4,,,,,
944,130,64,+11:58,124,,HOFSTEDE LennardJumbo-Visma,28,Jumbo-Visma,,,,",,0:44",uae-tour/2023/stage-4,,,,,
945,131,104,+20:59,27,,VAN DEN BOSSCHE FabioAlpecin-Deceuninck,22,Alpecin-Deceuninck,,,,0:490:49,uae-tour/2023/stage-4,,,,,
946,132,86,+18:43,153,,EDMONDSON AlexTeam DSM,29,Team DSM,,,,0:510:51,uae-tour/2023/stage-4,,,,,
947,133,136,+31:21,182,,KOLZE CHANGIZI SebastianTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,0:540:54,uae-tour/2023/stage-4,,,,,
948,134,126,+26:07,46,,PRICE-PEJTERSEN JohanBahrain - Victorious,23,Bahrain - Victorious,,,,",,0:54",uae-tour/2023/stage-4,,,,,
949,135,100,+20:07,82,,DAVY ClémentGroupama - FDJ,24,Groupama - FDJ,,,,1:021:02,uae-tour/2023/stage-4,,,,,
950,136,105,+20:59,83,,KONOVALOVAS IgnatasGroupama - FDJ,37,Groupama - FDJ,,,,",,1:02",uae-tour/2023/stage-4,,,,,
951,137,107,+21:12,22,,BALLERSTEDT MauriceAlpecin-Deceuninck,22,Alpecin-Deceuninck,,,,1:291:29,uae-tour/2023/stage-4,,,,,
952,DNS,,,154,,RODENBERG FrederikTeam DSM,25,Team DSM,,,,-,uae-tour/2023/stage-4,,,,,
953,DNS,RODENBERG Frederik,Team DSM,-,,,,,,,,,uae-tour/2023/stage-4,,,,,
954,1,2,+0:11,2,,YATES SimonTeam Jayco AlUla,30,Team Jayco AlUla,60,50,10″,2:41:1610″,tour-down-under/2023/stage-5,,,,,
955,2,1,+0:00,141,,VINE JayUAE Team Emirates,27,UAE Team Emirates,40,30,6″,",,0:006″",tour-down-under/2023/stage-5,,,,,
956,3,6,+1:04,11,,O'CONNOR BenAG2R Citroën Team,27,AG2R Citroën Team,30,18,4″,0:020:024″,tour-down-under/2023/stage-5,,,,,
957,4,8,+1:07,47,,TIBERI AntonioTrek - Segafredo,21,Trek - Segafredo,25,13,,0:030:03,tour-down-under/2023/stage-5,,,,,
958,5,7,+1:06,101,,BYSTRØM Sven ErikIntermarché - Circus - Wanty,31,Intermarché - Circus - Wanty,20,10,,0:060:06,tour-down-under/2023/stage-5,,,,,
959,6,16,+1:23,171,,HINDLEY JaiBORA - hansgrohe,26,BORA - hansgrohe,15,7,,",,0:06",tour-down-under/2023/stage-5,,,,,
960,7,3,+0:27,31,,BILBAO PelloBahrain - Victorious,32,Bahrain - Victorious,10,4,,",,0:06",tour-down-under/2023/stage-5,,,,,
961,8,17,+1:44,177,,ALEOTTI GiovanniBORA - hansgrohe,23,BORA - hansgrohe,8,3,,",,0:06",tour-down-under/2023/stage-5,,,,,
962,9,4,+0:57,96,,SHEFFIELD MagnusINEOS Grenadiers,20,INEOS Grenadiers,5,2,,",,0:06",tour-down-under/2023/stage-5,,,,,
963,10,5,+0:58,65,,SCHMID MauroSoudal - Quick Step,23,Soudal - Quick Step,2,1,,",,0:06",tour-down-under/2023/stage-5,,,,,
964,11,40,+7:36,81,,STORER MichaelGroupama - FDJ,25,Groupama - FDJ,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
965,12,11,+1:13,143,,HIRSCHI MarcUAE Team Emirates,24,UAE Team Emirates,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
966,13,9,+1:13,121,,IZAGIRRE GorkaMovistar Team,35,Movistar Team,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
967,14,12,+1:16,87,,MOLARD RudyGroupama - FDJ,33,Groupama - FDJ,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
968,15,15,+1:20,142,,BENNETT GeorgeUAE Team Emirates,32,UAE Team Emirates,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
969,16,13,+1:17,186,,BERWICK SebastianIsrael - Premier Tech,23,Israel - Premier Tech,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
970,17,10,+1:13,51,,COQUARD BryanCofidis,30,Cofidis,,,,",,0:06",tour-down-under/2023/stage-5,,,,,
971,18,14,+1:18,46,,TESFATSION NatnaelTrek - Segafredo,23,Trek - Segafredo,,,,0:090:09,tour-down-under/2023/stage-5,,,,,
972,19,31,+5:58,131,,HAMILTON ChrisTeam DSM,27,Team DSM,,,,0:200:20,tour-down-under/2023/stage-5,,,,,
973,20,27,+3:28,15,,PETERS NansAG2R Citroën Team,28,AG2R Citroën Team,,,,0:240:24,tour-down-under/2023/stage-5,,,,,
974,21,82,+19:56,157,,VERRE AlessandroTeam Arkéa Samsic,21,Team Arkéa Samsic,,,,0:270:27,tour-down-under/2023/stage-5,,,,,
975,22,45,+9:15,35,,PERNSTEINER HermannBahrain - Victorious,32,Bahrain - Victorious,,,,",,0:27",tour-down-under/2023/stage-5,,,,,
976,23,20,+2:14,153,,GESBERT ÉlieTeam Arkéa Samsic,27,Team Arkéa Samsic,,,,0:290:29,tour-down-under/2023/stage-5,,,,,
977,24,28,+4:07,184,,STRONG CorbinIsrael - Premier Tech,22,Israel - Premier Tech,,,,0:310:31,tour-down-under/2023/stage-5,,,,,
978,25,57,+11:34,73,,STANNARD RobertAlpecin-Deceuninck,24,Alpecin-Deceuninck,,,,0:320:32,tour-down-under/2023/stage-5,,,,,
979,26,33,+6:09,21,,SÁNCHEZ Luis LeónAstana Qazaqstan Team,39,Astana Qazaqstan Team,,,,",,0:32",tour-down-under/2023/stage-5,,,,,
980,27,32,+5:59,41,,GALLOPIN TonyTrek - Segafredo,34,Trek - Segafredo,,,,",,0:32",tour-down-under/2023/stage-5,,,,,
981,28,23,+2:29,84,,THOMPSON ReubenGroupama - FDJ,21,Groupama - FDJ,,,1″,0:400:401″,tour-down-under/2023/stage-5,,,,,
982,29,34,+6:11,187,,GEE DerekIsrael - Premier Tech,25,Israel - Premier Tech,,,,",,0:40",tour-down-under/2023/stage-5,,,,,
983,30,37,+6:39,161,,BETTIOL AlbertoEF Education-EasyPost,29,EF Education-EasyPost,,,,",,0:40",tour-down-under/2023/stage-5,,,,,
984,31,35,+6:16,165,,RUTSCH JonasEF Education-EasyPost,24,EF Education-EasyPost,,,,0:440:44,tour-down-under/2023/stage-5,,,,,
985,32,24,+2:42,13,,GODON DorianAG2R Citroën Team,26,AG2R Citroën Team,,,,",,0:44",tour-down-under/2023/stage-5,,,,,
986,33,18,+1:45,92,,HAYTER EthanINEOS Grenadiers,24,INEOS Grenadiers,,,,0:490:49,tour-down-under/2023/stage-5,,,,,
987,34,19,+1:51,103,,PAGE HugoIntermarché - Circus - Wanty,21,Intermarché - Circus - Wanty,,,,",,0:49",tour-down-under/2023/stage-5,,,,,
988,35,36,+6:17,71,,GROVES KadenAlpecin-Deceuninck,24,Alpecin-Deceuninck,,,,0:550:55,tour-down-under/2023/stage-5,,,,,
989,36,26,+2:51,12,,BAUDIN AlexAG2R Citroën Team,21,AG2R Citroën Team,,,,1:001:00,tour-down-under/2023/stage-5,,,,,
990,37,30,+4:52,155,,LEDANOIS KévinTeam Arkéa Samsic,29,Team Arkéa Samsic,,,,",,1:00",tour-down-under/2023/stage-5,,,,,
991,38,21,+2:22,136,,MAYRHOFER MariusTeam DSM,22,Team DSM,,,,1:101:10,tour-down-under/2023/stage-5,,,,,
992,39,22,+2:22,61,,CATTANEO MattiaSoudal - Quick Step,32,Soudal - Quick Step,,,,",,1:10",tour-down-under/2023/stage-5,,,,,
993,40,38,+6:50,32,,ARNDT NikiasBahrain - Victorious,31,Bahrain - Victorious,,,,1:221:22,tour-down-under/2023/stage-5,,,,,
994,41,97,+25:14,134,,COMBAUD RomainTeam DSM,31,Team DSM,,,,1:301:30,tour-down-under/2023/stage-5,,,,,
995,42,46,+9:19,45,,LIEPIŅŠ EmīlsTrek - Segafredo,30,Trek - Segafredo,,,,1:371:37,tour-down-under/2023/stage-5,,,,,
996,43,25,+2:46,115,,VADER MilanJumbo-Visma,26,Jumbo-Visma,,,,",,1:37",tour-down-under/2023/stage-5,,,,,
997,44,52,+10:35,107,,SMITH DionIntermarché - Circus - Wanty,29,Intermarché - Circus - Wanty,,,,1:441:44,tour-down-under/2023/stage-5,,,,,
998,45,39,+7:34,63,,DEVENYNS DriesSoudal - Quick Step,39,Soudal - Quick Step,,,,2:122:12,tour-down-under/2023/stage-5,,,,,
999,46,104,+28:35,54,,CARVALHO AndreCofidis,25,Cofidis,,,,2:152:15,tour-down-under/2023/stage-5,,,,,
1000,47,47,+9:30,163,,KEUKELEIRE JensEF Education-EasyPost,34,EF Education-EasyPost,,,,2:282:28,tour-down-under/2023/stage-5,,,,,
1001,48,42,+8:13,17,,TOUZÉ DamienAG2R Citroën Team,26,AG2R Citroën Team,,,,2:402:40,tour-down-under/2023/stage-5,,,,,
1002,49,29,+4:21,86,,PENHOËT PaulGroupama - FDJ,21,Groupama - FDJ,,,,2:432:43,tour-down-under/2023/stage-5,,,,,
1003,50,48,+9:42,52,,BIDARD FrançoisCofidis,30,Cofidis,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1004,51,50,+10:08,111,,DENNIS RohanJumbo-Visma,32,Jumbo-Visma,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1005,52,74,+18:55,117,,VAN EMDEN JosJumbo-Visma,37,Jumbo-Visma,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1006,53,66,+15:04,116,,VAN DIJKE TimJumbo-Visma,22,Jumbo-Visma,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1007,54,111,+33:15,173,,ARCHBOLD ShaneBORA - hansgrohe,33,BORA - hansgrohe,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1008,55,41,+7:52,124,,ROMEO IvánMovistar Team,19,Movistar Team,,,,",,2:43",tour-down-under/2023/stage-5,,,,,
1009,56,69,+15:49,137,,TUSVELD MartijnTeam DSM,29,Team DSM,,,,2:582:58,tour-down-under/2023/stage-5,,,,,
1010,57,59,+12:08,132,,DINHAM MatthewTeam DSM,22,Team DSM,,,,",,2:58",tour-down-under/2023/stage-5,,,,,
1011,58,68,+15:45,113,,HOFSTEDE LennardJumbo-Visma,28,Jumbo-Visma,,,,",,2:58",tour-down-under/2023/stage-5,,,,,
1012,59,60,+12:23,164,,QUINN SeanEF Education-EasyPost,22,EF Education-EasyPost,,,,3:043:04,tour-down-under/2023/stage-5,,,,,
1013,60,54,+10:48,4,,HAMILTON LucasTeam Jayco AlUla,26,Team Jayco AlUla,,,,3:213:21,tour-down-under/2023/stage-5,,,,,
1014,61,44,+9:05,55,,LAFAY VictorCofidis,27,Cofidis,,,,3:413:41,tour-down-under/2023/stage-5,,,,,
1015,62,58,+12:06,14,,LAPEIRA PaulAG2R Citroën Team,22,AG2R Citroën Team,,,,4:554:55,tour-down-under/2023/stage-5,,,,,
1016,63,70,+16:00,97,,SWIFT BenINEOS Grenadiers,35,INEOS Grenadiers,,,1″,4:584:581″,tour-down-under/2023/stage-5,,,,,
1017,64,62,+13:03,16,,SCHÄR MichaelAG2R Citroën Team,36,AG2R Citroën Team,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1018,65,51,+10:19,176,,SCHACHMANN MaximilianBORA - hansgrohe,29,BORA - hansgrohe,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1019,66,56,+11:11,93,,HAYTER LeoINEOS Grenadiers,21,INEOS Grenadiers,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1020,67,99,+25:23,151,,COSTIOU EwenTeam Arkéa Samsic,20,Team Arkéa Samsic,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1021,68,81,+19:56,156,,OWSIAN ŁukaszTeam Arkéa Samsic,32,Team Arkéa Samsic,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1022,69,55,+10:52,44,,HELLEMOSE AsbjørnTrek - Segafredo,24,Trek - Segafredo,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1023,70,80,+19:52,56,,RENARD AlexisCofidis,23,Cofidis,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1024,71,84,+20:48,162,,HONORÉ Mikkel FrølichEF Education-EasyPost,26,EF Education-EasyPost,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1025,72,77,+19:34,24,,FELLINE FabioAstana Qazaqstan Team,32,Astana Qazaqstan Team,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1026,73,49,+10:01,122,,ERVITI ImanolMovistar Team,39,Movistar Team,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1027,74,101,+25:28,125,,SAMITIER SergioMovistar Team,27,Movistar Team,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1028,75,86,+21:15,25,,GRUZDEV DmitriyAstana Qazaqstan Team,36,Astana Qazaqstan Team,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1029,76,61,+12:36,114,,ROOSEN TimoJumbo-Visma,30,Jumbo-Visma,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1030,77,65,+14:02,37,,SÜTTERLIN JashaBahrain - Victorious,30,Bahrain - Victorious,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1031,78,79,+19:49,94,,HEIDUK KimINEOS Grenadiers,22,INEOS Grenadiers,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1032,79,108,+31:18,135,,NABERMAN TimTeam DSM,23,Team DSM,,,,",,4:58",tour-down-under/2023/stage-5,,,,,
1033,80,63,+13:17,146,,VINK MichaelUAE Team Emirates,31,UAE Team Emirates,,,,5:185:18,tour-down-under/2023/stage-5,,,,,
1034,81,98,+25:22,147,,FISHER-BLACK FinnUAE Team Emirates,21,UAE Team Emirates,,,,",,5:18",tour-down-under/2023/stage-5,,,,,
1035,82,87,+21:47,154,,HOFSTETTER HugoTeam Arkéa Samsic,28,Team Arkéa Samsic,,,,",,5:18",tour-down-under/2023/stage-5,,,,,
1036,83,43,+8:34,1,,MATTHEWS MichaelTeam Jayco AlUla,32,Team Jayco AlUla,,,3″,5:545:543″,tour-down-under/2023/stage-5,,,,,
1037,84,90,+23:04,192,,DRIZNERS JarradUniSA-Australia,23,UniSA-Australia,,,,",,5:54",tour-down-under/2023/stage-5,,,,,
1038,85,53,+10:46,95,,PLAPP LukeINEOS Grenadiers,22,INEOS Grenadiers,,,,",,5:54",tour-down-under/2023/stage-5,,,,,
1039,86,102,+26:29,3,,DURBRIDGE LukeTeam Jayco AlUla,31,Team Jayco AlUla,,,,",,5:54",tour-down-under/2023/stage-5,,,,,
1040,87,71,+17:36,172,,HALLER MarcoBORA - hansgrohe,31,BORA - hansgrohe,,,,6:476:47,tour-down-under/2023/stage-5,,,,,
1041,88,73,+18:29,77,,GOGL MichaelAlpecin-Deceuninck,29,Alpecin-Deceuninck,,,2″,6:506:502″,tour-down-under/2023/stage-5,,,,,
1042,89,95,+25:10,76,,RIESEBEEK OscarAlpecin-Deceuninck,30,Alpecin-Deceuninck,,,,",,6:50",tour-down-under/2023/stage-5,,,,,
1043,90,91,+23:30,183,,CLARKE SimonIsrael - Premier Tech,36,Israel - Premier Tech,,,,7:007:00,tour-down-under/2023/stage-5,,,,,
1044,91,89,+22:43,182,,IMPEY DarylIsrael - Premier Tech,38,Israel - Premier Tech,,,,7:137:13,tour-down-under/2023/stage-5,,,,,
1045,92,72,+17:48,126,,MAS LluísMovistar Team,33,Movistar Team,,,,8:448:44,tour-down-under/2023/stage-5,,,,,
1046,93,64,+13:54,145,,COVI AlessandroUAE Team Emirates,24,UAE Team Emirates,,,,",,8:44",tour-down-under/2023/stage-5,,,,,
1047,94,103,+27:24,174,,LÜHRS Luis-JoeBORA - hansgrohe,20,BORA - hansgrohe,,,,8:508:50,tour-down-under/2023/stage-5,,,,,
1048,95,88,+22:28,91,,THOMAS GeraintINEOS Grenadiers,36,INEOS Grenadiers,,,,9:049:04,tour-down-under/2023/stage-5,,,,,
1049,96,75,+19:01,5,,HEPBURN MichaelTeam Jayco AlUla,31,Team Jayco AlUla,,,3″,",,9:043″",tour-down-under/2023/stage-5,,,,,
1050,97,92,+23:40,123,,JACOBS JohanMovistar Team,25,Movistar Team,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1051,98,83,+20:41,102,,JOHANSEN JuliusIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1052,99,110,+32:28,105,,VAN DER HOORN TacoIntermarché - Circus - Wanty,29,Intermarché - Circus - Wanty,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1053,100,67,+15:09,82,,SCOTSON MilesGroupama - FDJ,29,Groupama - FDJ,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1054,101,85,+20:57,144,,BAX SjoerdUAE Team Emirates,27,UAE Team Emirates,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1055,102,78,+19:35,62,,VAN TRICHT StanSoudal - Quick Step,23,Soudal - Quick Step,,,,",,9:04",tour-down-under/2023/stage-5,,,,,
1056,103,76,+19:26,43,,BRUSTENGA MarcTrek - Segafredo,23,Trek - Segafredo,,,,9:529:52,tour-down-under/2023/stage-5,,,,,
1057,104,94,+24:58,33,,BAUHAUS PhilBahrain - Victorious,28,Bahrain - Victorious,,,,10:0110:01,tour-down-under/2023/stage-5,,,,,
1058,105,115,+35:26,166,,SCULLY TomEF Education-EasyPost,33,EF Education-EasyPost,,,,10:2710:27,tour-down-under/2023/stage-5,,,,,
1059,106,96,+25:12,7,,STEWART CampbellTeam Jayco AlUla,24,Team Jayco AlUla,,,,",,10:27",tour-down-under/2023/stage-5,,,,,
1060,107,109,+31:46,53,,CIMOLAI DavideCofidis,33,Cofidis,,,,",,10:27",tour-down-under/2023/stage-5,,,,,
1061,108,120,+46:40,23,,BASSO LeonardoAstana Qazaqstan Team,29,Astana Qazaqstan Team,,,,",,10:27",tour-down-under/2023/stage-5,,,,,
1062,109,105,+29:21,152,,LE BERRE MathisTeam Arkéa Samsic,21,Team Arkéa Samsic,,,2″,",,10:272″",tour-down-under/2023/stage-5,,,,,
1063,110,114,+35:07,167,,WIŚNIOWSKI ŁukaszEF Education-EasyPost,31,EF Education-EasyPost,,,,14:1114:11,tour-down-under/2023/stage-5,,,,,
1064,111,117,+38:55,181,,FROOME ChrisIsrael - Premier Tech,37,Israel - Premier Tech,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1065,112,119,+46:00,195,,MARRIAGE ZacUniSA-Australia,19,UniSA-Australia,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1066,113,116,+36:06,75,,LEYSEN SenneAlpecin-Deceuninck,26,Alpecin-Deceuninck,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1067,114,112,+34:00,83,,GERMANI LorenzoGroupama - FDJ,20,Groupama - FDJ,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1068,115,113,+34:27,197,,WALSH LiamUniSA-Australia,21,UniSA-Australia,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1069,116,118,+44:53,57,,WOOD HarrisonCofidis,22,Cofidis,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1070,117,93,+24:42,74,,GAZE SamuelAlpecin-Deceuninck,27,Alpecin-Deceuninck,,,,",,14:11",tour-down-under/2023/stage-5,,,,,
1071,118,107,+30:01,66,,STEIMLE JannikSoudal - Quick Step,26,Soudal - Quick Step,,,,16:0316:03,tour-down-under/2023/stage-5,,,,,
1072,119,100,+25:25,191,,EWAN CalebUniSA-Australia,28,UniSA-Australia,,,,16:5816:58,tour-down-under/2023/stage-5,,,,,
1073,120,121,+54:29,36,,SCOTT CameronBahrain - Victorious,25,Bahrain - Victorious,,,,19:4919:49,tour-down-under/2023/stage-5,,,,,
1074,121,106,+29:33,85,,PITHIE LaurenceGroupama - FDJ,20,Groupama - FDJ,,,,20:1420:14,tour-down-under/2023/stage-5,,,,,
1075,DNF,,,67,,SVRČEK MartinSoudal - Quick Step,19,Soudal - Quick Step,,,,-,tour-down-under/2023/stage-5,,,,,
1076,DNF,,,26,,LAAS MartinAstana Qazaqstan Team,29,Astana Qazaqstan Team,,,,-,tour-down-under/2023/stage-5,,,,,
1077,DNF,,,106,,VAN POPPEL BoyIntermarché - Circus - Wanty,35,Intermarché - Circus - Wanty,,,,-,tour-down-under/2023/stage-5,,,,,
1078,DNF,,,72,,PLOWRIGHT JensenAlpecin-Deceuninck,22,Alpecin-Deceuninck,,,,-,tour-down-under/2023/stage-5,,,,,
1079,DNF,,,34,,GRADEK KamilBahrain - Victorious,32,Bahrain - Victorious,,,,-,tour-down-under/2023/stage-5,,,,,
1080,DNF,,,22,,BOARO ManueleAstana Qazaqstan Team,35,Astana Qazaqstan Team,,,,-,tour-down-under/2023/stage-5,,,,,
1081,DNF,,,185,,JONES TajIsrael - Premier Tech,22,Israel - Premier Tech,,,,-,tour-down-under/2023/stage-5,,,,,
1082,DNF,,,104,,THIJSSEN GerbenIntermarché - Circus - Wanty,24,Intermarché - Circus - Wanty,,,,-,tour-down-under/2023/stage-5,,,,,
1083,DNF,SVRČEK Martin,Soudal - Quick Step,-,,,,,,,,,tour-down-under/2023/stage-5,,,,,
1084,1,84,+19:03,161,,GROENEWEGEN DylanTeam Jayco AlUla,29,Team Jayco AlUla,40,50,10″,3:57:0710″,uae-tour/2023/stage-5,,,,,
1085,2,110,+22:51,141,,GAVIRIA FernandoMovistar Team,28,Movistar Team,25,30,6″,",,0:006″",uae-tour/2023/stage-5,,,,,
1086,3,97,+20:12,51,,BENNETT SamBORA - hansgrohe,32,BORA - hansgrohe,20,18,4″,",,0:004″",uae-tour/2023/stage-5,,,,,
1087,4,105,+21:19,176,,LIEPIŅŠ EmīlsTrek - Segafredo,30,Trek - Segafredo,15,13,,",,0:00",uae-tour/2023/stage-5,,,,,
1088,5,81,+18:44,3,,MERLIER TimSoudal - Quick Step,30,Soudal - Quick Step,10,10,1″,",,0:001″",uae-tour/2023/stage-5,,,,,
1089,6,78,+18:23,157,,WELSFORD SamTeam DSM,27,Team DSM,8,7,,",,0:00",uae-tour/2023/stage-5,,,,,
1090,7,131,+28:50,195,,MOLANO Juan SebastiánUAE Team Emirates,28,UAE Team Emirates,6,4,,",,0:00",uae-tour/2023/stage-5,,,,,
1091,8,79,+18:30,31,,CAVENDISH MarkAstana Qazaqstan Team,37,Astana Qazaqstan Team,3,3,,",,0:00",uae-tour/2023/stage-5,,,,,
